mode,epoch,acc,loss,length,complexity,information_loss,kl_accuracy,distractors,vocab_size,hidden_size,n_epochs,embedding_size,heads,max_len,sender_cell,train_method,batch_size,random_seed
test,87,0.9779999852180481,0.041380804032087326,3.0,1.7108993739397502,0.01804250828367028,0.18579404391404833,1,8,20,100,10,4,2,gru,gs,25,42
train,88,0.9815999865531921,0.03414599969983101,3.0,1.6958676579274237,0.01249639939587461,0.14238831164864538,1,8,20,100,10,4,2,gru,gs,25,42
test,88,0.9790001511573792,0.038514114916324615,3.0,1.716187540849759,0.012128678566536944,0.14856012006154365,1,8,20,100,10,4,2,gru,gs,25,42
train,89,0.9789999723434448,0.04063360393047333,3.0,1.6884251633305523,0.014590285239397163,0.1654539511025165,1,8,20,100,10,4,2,gru,gs,25,42
test,89,0.9750000834465027,0.03647180646657944,3.0,1.699393136592405,0.01291779414574355,0.15812502507354123,1,8,20,100,10,4,2,gru,gs,25,42
train,90,0.9815999865531921,0.030748650431632996,3.0,1.7001469884906135,0.014444790835774851,0.15708631762522698,1,8,20,100,10,4,2,gru,gs,25,42
test,90,0.9829999208450317,0.04538216069340706,3.0,1.699393136592405,0.009478227287219537,0.11583342565035605,1,8,20,100,10,4,2,gru,gs,25,42
train,91,0.9768000245094299,0.041696202009916306,3.0,1.6850894650714034,0.019429871300282512,0.19169503617796005,1,8,20,100,10,4,2,gru,gs,25,42
test,91,0.9810000658035278,0.04030030965805054,3.0,1.713418996642823,0.003621537222518615,0.05220570768153134,1,8,20,100,10,4,2,gru,gs,25,42
train,92,0.9747999906539917,0.04728951305150986,3.0,1.6970916746746332,0.00597470510279462,0.08077708263827495,1,8,20,100,10,4,2,gru,gs,25,42
test,92,0.9789999723434448,0.0351172611117363,3.0,1.7056749112240779,0.004718462608660116,0.06171681394556964,1,8,20,100,10,4,2,gru,gs,25,42
train,93,0.9797999858856201,0.038410160690546036,3.0,1.7018088823475899,0.004551910737195274,0.061017128270202406,1,8,20,100,10,4,2,gru,gs,25,42
test,93,0.9819999933242798,0.03369981050491333,3.0,1.7061059544478736,0.005279440255239513,0.07930395179490266,1,8,20,100,10,4,2,gru,gs,25,42
train,94,0.9824000000953674,0.03291143476963043,3.0,1.7016712632350892,0.0040976437793394565,0.05695232515350537,1,8,20,100,10,4,2,gru,gs,25,42
test,94,0.9790000319480896,0.03841637820005417,3.0,1.7061059544478736,0.005851829221605057,0.07961082448030429,1,8,20,100,10,4,2,gru,gs,25,42
train,95,0.979200005531311,0.03982359915971756,3.0,1.701294294301554,0.005092715407885481,0.0690374587563269,1,8,20,100,10,4,2,gru,gs,25,42
test,95,0.9750000238418579,0.043391454964876175,3.0,1.7061059544478736,0.005266299042328766,0.06999645713439231,1,8,20,100,10,4,2,gru,gs,25,42
train,96,0.981200098991394,0.0367870032787323,3.0,1.6999757336414256,0.005867436490798936,0.07899138581599552,1,8,20,100,10,4,2,gru,gs,25,42
test,96,0.9820000529289246,0.044938039034605026,3.0,1.7061059544478736,0.0018206065818223494,0.028782379690447946,1,8,20,100,10,4,2,gru,gs,25,42
train,97,0.9810001254081726,0.03751643747091293,3.0,1.702504215520868,0.00384410660759718,0.055160859595162356,1,8,20,100,10,4,2,gru,gs,25,42
test,97,0.9859999418258667,0.029112040996551514,3.0,1.7061059544478736,0.0028928639393677913,0.04374999297165176,1,8,20,100,10,4,2,gru,gs,25,42
train,98,0.9818000197410583,0.033538393676280975,3.0,1.7016538650463517,0.0039194278583768545,0.05408235476028721,1,8,20,100,10,4,2,gru,gs,25,42
test,98,0.9769999980926514,0.03881207853555679,3.0,1.7061059544478736,0.004493781581016164,0.06642746341868686,1,8,20,100,10,4,2,gru,gs,25,42
train,99,0.9805999994277954,0.04107243940234184,3.0,1.698542539429442,0.004993738469687402,0.06842588553992296,1,8,20,100,10,4,2,gru,gs,25,42
test,99,0.9759999513626099,0.04378874599933624,3.0,1.7061059544478736,0.008296662174282515,0.11127095612490552,1,8,20,100,10,4,2,gru,gs,25,42
train,100,0.9774001240730286,0.04023252800107002,3.0,1.6988414550629116,0.003830729047868322,0.051718458769574226,1,8,20,100,10,4,2,gru,gs,25,42
test,100,0.9850000143051147,0.032689571380615234,3.0,1.7027631975529482,0.0061034660979269895,0.08259341006289556,1,8,20,100,10,4,2,gru,gs,25,42
